km_driven,mileage,engine,max_power,age,make,Individual,Vehical_type,fuel_type,seat
23000,18.6,1197.0,81.83,7.0,HYUNDAI,0,1,4,5
75000,17.42,1968.0,175.0,11.0,VOLKSWAGEN,0,0,1,5
15798,23.95,998.0,67.05,6.0,MARUTI,0,1,4,5
3000,21.7,998.0,67.0,4.0,MARUTI,1,1,4,5
59000,17.0,1497.0,118.0,12.0,HONDA,0,1,4,5
25000,25.17,799.0,53.3,7.0,RENAULT,1,1,4,5
19000,20.3,1086.0,68.0,4.0,HYUNDAI,0,0,4,5
25500,16.73,2993.0,218.0,10.0,BMW,0,0,1,5
14000,19.0,1199.0,88.7,5.0,HONDA,0,0,4,5
31868,18.6,1197.0,81.83,5.0,HYUNDAI,0,1,4,5
44089,13.1,1997.0,141.1,8.0,HONDA,0,0,4,5
22000,13.2,1995.0,170.0,10.0,BMW,0,0,1,5
41526,21.01,1197.0,81.8,6.0,MARUTI,0,1,4,5
63513,12.3,1796.0,185.0,10.0,MERCEDES-BENZ,0,1,4,5
34304,16.11,1196.0,72.42,12.0,MARUTI,0,1,4,5
109000,12.55,2982.0,168.5,6.0,TOYOTA,0,0,1,7
150000,11.5,2982.0,169.0,11.0,TOYOTA,0,0,1,7
61125,19.64,1461.0,108.45,9.0,RENAULT,0,1,1,5
53000,14.1,2179.0,147.94,7.0,TATA,0,1,1,7
70000,17.2,1396.0,53.5,12.0,TATA,0,1,1,5
40000,28.09,1248.0,88.5,6.0,MARUTI,0,1,1,5
75000,13.0,2143.0,201.1,8.0,MERCEDES-BENZ,0,0,1,5
40000,18.16,1196.0,86.8,5.0,FORD,1,1,4,5
54000,15.0,1598.0,103.5,9.0,SKODA,0,1,4,5
100000,19.5,1061.0,5.0,14.0,MARUTI,1,1,4,5
45000,16.47,1198.0,74.0,13.0,VOLKSWAGEN,0,1,4,5
30000,21.1,814.0,55.2,7.0,HYUNDAI,1,1,4,5
27000,11.45,2776.0,197.2,6.0,CHEVROLET,0,0,1,7
70000,11.3,2987.0,254.8,10.0,MERCEDES-BENZ,0,0,1,7
15000,17.4,1497.0,117.6,6.0,HONDA,1,1,4,5
94343,21.9,1396.0,88.76,9.0,HYUNDAI,0,1,1,5
57748,17.5,1373.0,80.46,8.0,MARUTI,0,1,4,7
69000,18.6,1199.0,76.8,9.0,CHEVROLET,0,1,4,5
80000,20.34,1498.0,103.2,8.0,VOLKSWAGEN,1,1,1,5
98000,14.8,2499.0,80.0,13.0,CHEVROLET,0,1,1,7
43000,14.53,1798.0,138.1,12.0,TOYOTA,0,1,4,5
67000,28.09,1248.0,88.5,6.0,MARUTI,0,1,1,5
100000,14.0,1997.0,5.0,13.0,HONDA,1,1,4,5
110000,20.3,1476.3274007038713,5.0,9.0,FIAT,0,1,1,5
46333,17.3,993.0,60.0,20.0,MARUTI,0,1,4,5
40418,14.3,1598.0,103.52,8.0,SKODA,0,0,4,5
28406,18.44,1198.0,75.0,9.0,NISSAN,0,1,4,5
51000,20.51,998.0,67.0,6.0,MARUTI,0,0,4,5
9154,13.68,2393.0,147.8,4.0,TOYOTA,0,1,1,7
90000,16.02,1373.0,93.7,11.0,MARUTI,0,1,4,7
70000,17.11,1968.0,174.33,7.0,AUDI,0,0,1,5
8500,21.7,998.0,67.0,4.0,MARUTI,1,1,4,5
110000,23.4,1248.0,74.0,5.0,MARUTI,1,1,1,5
13000,18.6,1197.0,81.86,4.0,HYUNDAI,1,1,4,5
49910,14.5,1797.0,147.5,8.0,HYUNDAI,0,0,4,5
70553,22.7,1498.0,89.84,8.0,FORD,0,1,1,5
5914,23.95,998.0,67.05,6.0,MARUTI,0,1,4,5
80000,25.8,1498.0,98.6,10.0,HONDA,0,1,1,5
15000,20.36,1197.0,78.9,12.0,HYUNDAI,1,1,4,5
75000,17.0,1497.0,118.0,14.0,HONDA,0,1,4,5
87000,17.0,1896.0,105.0,13.0,SKODA,0,0,1,5
3300,19.02,1198.0,67.05,5.0,DATSUN,1,1,4,7
10097,16.8,1353.0,138.0,4.0,KIA,0,0,4,5
15000,19.1,1197.0,81.86,9.0,HYUNDAI,0,1,4,5
67000,12.07,2967.0,241.4,14.0,AUDI,1,0,1,7
12000,17.0,1591.0,121.3,6.0,HYUNDAI,0,0,4,5
66000,19.4,1422.0,70.0,15.0,SKODA,0,1,1,5
71000,22.54,1396.0,88.76,12.0,HYUNDAI,0,1,1,5
50000,26.2,998.0,58.2,12.0,MARUTI,1,1,4,5
140165,12.8,2494.0,102.0,9.0,TOYOTA,0,1,1,7
61000,23.4,1248.0,74.0,11.0,MARUTI,0,1,1,5
70000,28.09,1248.0,88.5,7.0,MARUTI,1,1,1,5
85000,17.0,1896.0,105.0,11.0,SKODA,0,0,1,5
63000,20.14,1498.0,88.0,7.0,VOLKSWAGEN,0,1,1,5
86385,18.5,1197.0,85.8,10.0,MARUTI,0,1,4,5
24000,22.0,1197.0,81.8,7.0,MARUTI,0,1,4,5
48488,18.6,1197.0,81.83,8.0,HYUNDAI,0,1,4,5
22000,22.48,1995.0,187.74,6.0,BMW,0,0,1,5
33635,27.39,1248.0,74.0,5.0,MARUTI,0,1,1,5
11500,13.0,2982.0,168.5,8.0,TOYOTA,0,1,1,7
44000,21.66,1498.0,108.62,7.0,VOLKSWAGEN,0,1,1,5
40000,24.4,1498.0,98.63,5.0,FORD,1,1,1,5
83000,15.74,1591.0,121.3,10.0,HYUNDAI,0,0,4,5
75253,23.2,1248.0,73.94,14.0,MARUTI,0,1,1,5
17999,18.6,1197.0,81.83,8.0,HYUNDAI,0,1,4,5
12000,18.6,1197.0,81.86,4.0,HYUNDAI,1,1,4,5
30000,26.2,998.0,58.2,7.0,MARUTI,0,1,4,5
22000,21.21,1197.0,81.8,5.0,MARUTI,0,0,4,5
87000,24.4,1120.0,71.0,6.0,HYUNDAI,1,1,1,5
50000,18.5,1197.0,82.85,8.0,HYUNDAI,0,1,4,5
43000,22.54,1396.0,88.73,7.0,HYUNDAI,0,1,1,5
75000,18.9,1197.0,82.0,8.0,HYUNDAI,0,0,4,5
59000,13.1,1798.0,157.75,8.0,SKODA,0,1,4,5
58000,17.21,1197.0,103.6,7.0,VOLKSWAGEN,0,0,4,5
30000,18.49,1493.0,100.0,6.0,MAHINDRA,1,1,1,7
19000,24.52,1248.0,88.5,6.0,MARUTI,0,1,1,7
51765,18.9,1197.0,82.0,8.0,HYUNDAI,1,1,4,5
100000,17.0,1497.0,118.0,12.0,HONDA,1,1,4,5
56210,16.9,1497.0,100.0,7.0,HONDA,0,1,4,5
80000,20.36,1197.0,78.9,14.0,HYUNDAI,1,1,4,5
8400,22.1,1396.0,88.7,5.0,HYUNDAI,1,1,1,5
55000,18.9,1197.0,82.0,8.0,HYUNDAI,0,0,4,5
23039,25.5,1498.0,98.6,6.0,HONDA,0,1,1,5
120000,12.0,2092.0,127.0,14.0,TATA,1,1,4,7
95000,15.1,2179.0,140.0,10.0,MAHINDRA,1,1,1,7
66000,25.0,1493.0,113.42,14.0,HYUNDAI,0,1,1,5
12000,15.04,1991.0,183.0,5.0,MERCEDES-BENZ,0,0,4,5
78245,16.1,796.0,37.0,15.0,MARUTI,0,1,4,2
161445,17.0,1497.0,118.0,13.0,HONDA,0,1,4,5
5000,21.94,1196.0,61.7,7.0,MARUTI,1,1,4,5
85000,12.3,1086.0,66.6,15.0,HYUNDAI,0,1,4,5
102000,16.95,1197.0,78.9,12.0,HYUNDAI,0,0,4,5
4000,15.1,1798.0,178.0,4.0,SKODA,0,0,4,5
34000,15.4,1497.0,117.3,6.0,HONDA,0,0,4,7
110000,25.5,1498.0,98.6,6.0,HONDA,1,1,1,5
40182,14.75,2967.0,245.0,7.0,AUDI,0,0,1,7
41000,18.0,1198.0,86.7,10.0,HONDA,0,1,4,5
80000,15.73,1968.0,174.33,11.0,AUDI,1,0,1,5
25000,18.5,1198.0,86.8,6.0,HONDA,0,1,4,5
16000,21.94,1196.0,63.0,8.0,MARUTI,1,1,4,5
8260,22.0,1197.0,81.8,5.0,MARUTI,0,1,4,5
64000,19.3,1248.0,73.9,12.0,MARUTI,0,1,1,5
39100,24.3,1248.0,88.5,6.0,MARUTI,0,1,1,5
27000,15.4,2523.0,75.0,5.0,MAHINDRA,1,1,1,7
74000,18.06,2523.0,63.0,8.0,MAHINDRA,0,1,1,7
13000,17.21,1197.0,103.6,9.0,VOLKSWAGEN,0,0,4,5
74000,21.1,814.0,55.2,8.0,HYUNDAI,0,1,4,5
15000,20.51,998.0,67.04,5.0,MARUTI,1,1,4,5
27000,14.7,1798.0,177.5,7.0,SKODA,0,0,4,5
35000,17.11,1968.0,174.33,10.0,AUDI,0,0,1,5
35000,20.3,1476.3274007038713,5.0,9.0,FIAT,0,1,1,5
20000,18.0,995.0,62.0,12.0,CHEVROLET,1,1,4,5
70000,15.1,2179.0,140.0,11.0,MAHINDRA,0,1,1,7
15000,25.6,1498.0,97.9,5.0,HONDA,1,1,1,5
65000,14.67,1798.0,177.46,7.0,SKODA,0,0,4,5
13300,16.1,1197.0,85.0,7.0,MARUTI,0,1,4,5
37000,19.0,1199.0,88.7,7.0,HONDA,0,0,4,5
50000,17.68,1968.0,174.33,9.0,AUDI,0,0,1,5
62000,16.0,2179.0,140.0,6.0,MAHINDRA,0,1,1,7
110000,23.2,1248.0,73.94,11.0,MARUTI,1,1,1,5
4414,21.4,1197.0,83.1,6.0,MARUTI,0,1,4,5
24000,22.74,796.0,47.3,7.0,MARUTI,0,1,4,5
10000,12.9,2993.0,270.88,8.0,JAGUAR,1,0,1,5
56653,19.81,1086.0,68.05,12.0,HYUNDAI,0,1,4,5
29650,19.01,1461.0,108.5,10.0,NISSAN,0,1,1,5
37590,16.95,1197.0,78.9,11.0,HYUNDAI,0,0,4,5
30000,16.1,1197.0,85.0,12.0,MARUTI,1,1,4,5
43784,18.5,1197.0,82.85,11.0,HYUNDAI,0,1,4,5
56000,16.93,1197.0,103.2,9.0,VOLKSWAGEN,0,0,4,5
36000,18.51,1968.0,147.51,5.0,AUDI,0,0,1,5
35986,18.9,998.0,67.1,16.0,MARUTI,0,1,4,5
7500,20.45,1461.0,108.5,3.0,NISSAN,1,1,1,5
28000,18.5,1197.0,82.85,10.0,HYUNDAI,0,1,4,5
42267,25.83,1498.0,99.0,6.0,FORD,0,1,1,5
70000,22.07,1199.0,73.9,10.0,VOLKSWAGEN,1,1,1,5
50000,23.26,1197.0,88.5,9.0,MARUTI,0,1,4,5
29119,20.3,998.0,68.05,7.0,HYUNDAI,0,1,4,5
33231,23.1,998.0,67.04,9.0,MARUTI,0,0,4,5
46706,17.1,1956.0,170.0,6.0,JEEP,0,1,1,5
115000,19.3,1968.0,141.0,8.0,SKODA,0,0,1,5
6808,23.95,998.0,67.05,6.0,MARUTI,0,1,4,5
50000,15.85,1499.0,110.4,8.0,FORD,1,1,4,5
21500,18.12,1995.0,190.0,6.0,BMW,0,0,1,5
230000,23.59,1364.0,67.1,10.0,TOYOTA,1,1,1,5
40000,24.4,1120.0,71.0,8.0,HYUNDAI,1,1,1,5
54100,21.1,1248.0,73.9,10.0,MARUTI,0,1,1,5
25000,18.0,1497.0,117.6,5.0,HONDA,0,0,4,5
20000,21.4,1197.0,83.1,7.0,MARUTI,0,0,4,5
35000,21.56,1462.0,103.25,5.0,MARUTI,1,1,4,5
110000,12.05,2179.0,120.0,13.0,MAHINDRA,0,1,1,7
30000,21.2,1248.0,75.0,8.0,FIAT,1,1,1,5
82000,20.36,1197.0,78.9,12.0,HYUNDAI,0,1,4,5
36000,22.48,1995.0,187.74,5.0,BMW,0,0,1,5
47123,18.2,1248.0,73.8,9.0,CHEVROLET,0,1,1,7
55000,24.3,1248.0,88.5,6.0,MARUTI,0,1,1,5
19074,22.74,796.0,47.3,8.0,MARUTI,1,1,4,5
23686,18.6,1199.0,79.4,10.0,CHEVROLET,0,1,4,5
83000,17.01,1582.0,126.2,8.0,HYUNDAI,0,0,1,5
128000,12.99,2494.0,100.57,10.0,TOYOTA,0,1,1,7
74000,13.9,1799.0,130.2,13.0,HONDA,0,0,4,5
92182,17.8,1248.0,75.0,13.0,MARUTI,0,1,1,5
50000,19.4,1198.0,86.8,11.0,HONDA,0,1,4,5
47063,20.89,1197.0,81.8,6.0,MARUTI,0,1,4,5
20000,27.39,1248.0,74.0,4.0,MARUTI,1,1,1,5
15000,20.65,1462.0,103.25,5.0,MARUTI,0,1,4,5
47000,21.1,814.0,55.2,10.0,HYUNDAI,0,1,4,5
115000,17.5,1298.0,85.8,15.0,MARUTI,1,1,4,5
61149,19.01,1462.0,103.26,7.0,MARUTI,0,1,4,7
14200,17.0,1591.0,121.3,4.0,HYUNDAI,0,1,4,5
16000,17.19,1197.0,81.86,5.0,HYUNDAI,0,1,4,5
187420,20.77,1248.0,88.8,10.0,MARUTI,0,1,1,7
49986,26.21,1248.0,88.5,8.0,MARUTI,0,1,1,5
25000,18.9,1197.0,81.86,6.0,HYUNDAI,1,1,4,5
96000,20.77,1248.0,88.76,9.0,MARUTI,0,1,1,7
20000,17.5,1373.0,80.46,7.0,MARUTI,1,1,4,7
38000,25.2,1248.0,74.0,7.0,MARUTI,1,1,1,5
190000,12.8,2494.0,102.0,15.0,TOYOTA,0,1,1,7
83573,18.0,1248.0,75.0,13.0,TATA,0,1,1,5
7000,20.3,1086.0,68.07,4.0,HYUNDAI,0,1,4,5
46000,20.0,1399.0,68.05,10.0,FORD,0,1,1,5
10000,20.3,1199.0,84.0,5.0,TATA,1,1,4,5
69000,17.8,1199.0,76.8,9.0,CHEVROLET,0,1,4,5
48000,18.1,1991.0,147.9,11.0,CHEVROLET,0,0,1,2
79000,23.4,1248.0,74.0,11.0,MARUTI,1,1,1,5
70000,24.07,998.0,67.1,6.0,MARUTI,1,1,4,5
20000,20.14,1197.0,81.86,5.0,HYUNDAI,1,1,4,5
85000,22.9,1248.0,74.0,11.0,MARUTI,1,1,1,5
88000,23.0,1396.0,90.0,12.0,HYUNDAI,0,1,1,5
16600,22.74,796.0,47.3,9.0,MARUTI,0,1,4,5
40000,23.84,1199.0,84.0,6.0,TATA,1,1,4,5
37000,17.0,1497.0,118.0,10.0,HONDA,0,1,4,5
125000,12.8,2494.0,102.0,12.0,TOYOTA,0,1,1,7
18000,26.0,1498.0,98.6,5.0,HONDA,0,1,1,5
95000,12.8,2494.0,102.0,16.0,TOYOTA,0,1,1,7
35000,17.4,1497.0,117.3,8.0,HONDA,1,1,4,5
35000,19.4,1198.0,86.8,11.0,HONDA,0,1,4,5
49000,18.5,1197.0,80.0,13.0,HYUNDAI,0,1,4,5
19000,25.17,799.0,53.3,6.0,RENAULT,0,1,4,5
165000,16.8,1497.0,116.4,15.0,HONDA,1,1,4,5
120000,22.9,1248.0,74.0,11.0,MARUTI,1,1,1,5
80000,23.59,1364.0,67.05,7.0,TOYOTA,1,1,1,5
12950,18.15,1198.0,82.0,6.0,MAHINDRA,0,1,4,7
35000,23.8,1998.0,112.0,10.0,MINI,0,0,1,5
47000,21.66,1498.0,103.52,7.0,SKODA,0,0,1,5
71000,17.01,1582.0,126.2,7.0,HYUNDAI,0,0,1,5
40000,25.5,1498.0,98.6,5.0,HONDA,1,1,1,5
29000,17.92,1086.0,62.1,10.0,HYUNDAI,0,1,4,5
31191,13.0,1591.0,121.3,6.0,HYUNDAI,0,1,4,5
50000,24.52,1248.0,88.5,7.0,MARUTI,1,1,1,7
63000,16.0,995.0,63.0,14.0,CHEVROLET,0,1,4,5
19200,24.04,999.0,67.0,6.0,RENAULT,0,0,4,5
72396,19.01,1461.0,108.45,10.0,RENAULT,0,1,1,5
164000,20.54,1598.0,103.6,12.0,VOLKSWAGEN,1,1,1,5
14500,21.4,1197.0,83.1,7.0,MARUTI,0,1,4,5
60000,18.48,1995.0,177.0,12.0,BMW,0,0,1,5
110000,12.8,2494.0,102.0,17.0,TOYOTA,0,1,1,7
20000,23.01,999.0,67.0,6.0,RENAULT,1,1,4,5
20837,19.33,1999.0,177.0,7.0,JAGUAR,0,0,1,5
28237,15.73,1968.0,174.33,7.0,AUDI,0,0,1,5
20000,23.5,909.0,45.0,6.0,MAHINDRA,1,1,1,7
40000,19.44,1198.0,67.0,7.0,DATSUN,1,1,4,7
35000,17.1,1956.0,170.0,6.0,JEEP,1,1,1,5
66523,23.9,1582.0,126.2,7.0,HYUNDAI,0,1,1,5
34800,14.5,1797.0,147.5,10.0,HYUNDAI,0,0,4,5
87000,19.3,1248.0,73.9,13.0,MARUTI,0,1,1,5
69000,15.26,2143.0,203.2,9.0,MERCEDES-BENZ,0,0,1,5
64430,13.7,1798.0,157.75,13.0,SKODA,0,0,4,5
26000,16.36,2179.0,187.7,9.0,JAGUAR,0,0,1,5
110000,25.8,1498.0,98.6,9.0,HONDA,1,1,1,5
7647,16.11,1196.0,72.42,4.0,MARUTI,0,1,4,5
15000,19.7,796.0,46.3,17.0,MARUTI,1,1,4,5
78000,14.21,2143.0,203.0,14.0,MERCEDES-BENZ,1,0,1,5
60000,26.0,624.0,35.0,12.0,TATA,0,1,4,2
110000,16.09,1995.0,184.0,10.0,BMW,0,0,1,5
120000,23.03,1396.0,69.0,12.0,TATA,1,1,1,5
70000,17.01,1591.0,121.3,6.0,HYUNDAI,1,1,4,5
18800,15.6,1196.0,70.0,12.0,FORD,1,1,4,5
102000,22.15,1498.0,108.6,8.0,VOLKSWAGEN,0,0,1,5
110000,22.15,1498.0,108.6,7.0,VOLKSWAGEN,1,0,1,5
27000,13.68,2393.0,147.51,5.0,TOYOTA,0,0,1,7
16000,15.37,1196.0,73.0,7.0,MARUTI,0,1,4,5
48000,20.34,1498.0,103.2,8.0,VOLKSWAGEN,0,1,1,5
58200,16.47,1198.0,73.9,11.0,VOLKSWAGEN,0,1,4,5
40000,15.3,1193.0,65.3,17.0,TATA,1,1,4,5
70000,25.1,1248.0,88.5,6.0,MARUTI,1,1,1,5
57000,11.7,1796.0,178.0,15.0,MERCEDES-BENZ,0,1,4,5
88221,22.32,1582.0,126.32,11.0,HYUNDAI,0,1,1,5
70000,19.81,1086.0,68.05,13.0,HYUNDAI,1,1,4,5
100000,23.57,1396.0,70.0,13.0,TATA,1,1,1,5
49000,17.21,1197.0,103.5,8.0,VOLKSWAGEN,0,0,4,5
37000,17.4,1497.0,117.6,11.0,HONDA,0,1,4,5
30700,21.63,998.0,67.0,5.0,MARUTI,0,1,4,5
120000,23.57,1396.0,70.0,12.0,TATA,1,1,1,5
12000,17.9,2143.0,136.0,8.0,MERCEDES-BENZ,0,0,1,5
68387,19.3,1968.0,141.0,7.0,SKODA,0,0,1,5
60000,27.3,1498.0,98.6,7.0,HONDA,1,1,1,5
57000,10.13,3498.0,364.9,12.0,MERCEDES-BENZ,0,0,4,5
70000,14.24,2755.0,174.5,6.0,TOYOTA,0,1,1,7
60000,22.54,1396.0,88.73,6.0,HYUNDAI,1,1,1,5
170000,12.55,2982.0,168.5,10.0,TOYOTA,0,0,1,7
31000,20.73,1373.0,91.1,7.0,MARUTI,0,1,4,5
92000,17.2,1197.0,103.6,10.0,VOLKSWAGEN,0,0,4,5
33000,16.47,1198.0,73.9,10.0,VOLKSWAGEN,0,1,4,5
69000,20.3,1476.3274007038713,5.0,10.0,FIAT,0,1,1,5
88000,19.3,1248.0,73.9,12.0,MARUTI,0,1,1,5
69000,20.0,1399.0,68.05,11.0,FORD,0,1,1,5
24000,28.4,1248.0,74.0,5.0,MARUTI,0,0,1,5
26000,16.93,1197.0,103.2,8.0,VOLKSWAGEN,0,0,4,5
35000,28.4,1248.0,74.02,6.0,MARUTI,1,1,1,5
22612,22.05,796.0,47.3,31.0,MARUTI,0,1,4,5
10000,23.01,999.0,67.0,5.0,RENAULT,1,1,4,5
40000,22.74,796.0,47.3,9.0,MARUTI,1,1,4,5
150000,15.96,2523.0,62.1,8.0,MAHINDRA,0,1,1,7
70000,16.8,1493.0,110.0,17.0,HYUNDAI,1,1,1,5
5000,17.0,1198.0,108.5,4.0,TATA,0,0,4,5
65894,16.47,1198.0,73.9,12.0,VOLKSWAGEN,0,1,4,5
42000,17.21,1197.0,103.6,9.0,VOLKSWAGEN,0,0,4,5
31000,17.9,2143.0,136.0,5.0,MERCEDES-BENZ,0,0,1,5
70000,23.65,1248.0,88.5,7.0,MARUTI,1,1,1,5
96000,22.69,1995.0,190.0,13.0,BMW,0,0,1,5
45006,25.17,799.0,53.3,8.0,RENAULT,0,1,4,5
51000,17.5,1197.0,85.8,12.0,MARUTI,0,1,4,5
40000,16.8,796.0,34.2,7.0,MARUTI,1,1,4,7
30000,17.6,2179.0,153.86,6.0,TATA,1,0,1,7
22000,18.9,1197.0,81.86,6.0,HYUNDAI,0,1,4,5
32000,24.3,1248.0,88.5,5.0,MARUTI,0,1,1,5
26867,14.28,1798.0,138.03,5.0,TOYOTA,0,0,4,5
39000,18.6,1197.0,81.83,5.0,HYUNDAI,1,1,4,5
14000,15.85,1499.0,110.4,6.0,FORD,0,1,4,5
75000,20.4,1248.0,92.0,11.0,FIAT,0,1,1,5
15000,18.9,1197.0,81.86,6.0,HYUNDAI,0,0,4,5
38000,16.02,1373.0,93.7,9.0,MARUTI,0,1,4,7
15000,20.36,1197.0,78.9,14.0,HYUNDAI,1,1,4,5
50000,20.36,1197.0,78.9,11.0,HYUNDAI,0,1,4,5
32000,20.14,1498.0,88.7,6.0,VOLKSWAGEN,0,1,1,5
74000,16.8,1405.0,68.0,22.0,TATA,1,1,1,5
43000,24.3,1248.0,88.5,5.0,MARUTI,0,0,1,5
76000,21.9,1396.0,88.76,11.0,HYUNDAI,0,1,1,5
78295,15.0,1586.0,104.68,16.0,MARUTI,0,1,4,5
82000,21.64,1461.0,84.8,11.0,NISSAN,0,1,1,5
52550,16.1,1476.3274007038713,5.0,8.0,MARUTI,0,1,4,5
60000,15.0,1586.0,104.68,13.0,MARUTI,0,1,4,5
12000,17.9,2143.0,167.6,5.0,MERCEDES-BENZ,0,0,1,5
33000,16.05,1499.0,110.4,7.0,FORD,0,0,4,5
29000,17.67,1968.0,138.08,12.0,SKODA,0,1,1,5
20000,17.4,1197.0,81.86,5.0,HYUNDAI,0,0,4,5
4700,21.01,1197.0,81.8,5.0,MARUTI,0,1,4,5
35000,17.19,1197.0,81.86,7.0,HYUNDAI,0,1,4,5
120000,15.1,2179.0,140.0,11.0,MAHINDRA,1,1,1,7
48000,11.7,2354.0,177.6,11.0,HONDA,0,0,4,5
20000,23.95,998.0,67.05,7.0,MARUTI,1,1,4,5
57856,18.06,1198.0,75.0,13.0,NISSAN,0,1,4,5
60000,13.58,2499.0,72.4,8.0,CHEVROLET,1,1,1,7
72000,16.2,1493.0,110.0,13.0,HYUNDAI,0,1,1,5
30000,17.0,1198.0,73.75,6.0,VOLKSWAGEN,1,1,4,5
29000,23.8,1998.0,112.0,9.0,MINI,0,0,1,5
67927,20.73,1373.0,91.1,8.0,MARUTI,0,1,4,5
34900,18.6,1197.0,81.83,4.0,HYUNDAI,0,1,4,5
8041,19.1,1197.0,82.0,7.0,HYUNDAI,1,1,4,5
125000,22.77,1498.0,98.59,7.0,FORD,0,1,1,5
79000,10.91,3198.0,197.0,6.0,FORD,0,0,1,7
15000,21.4,1197.0,83.1,6.0,MARUTI,1,1,4,5
25000,16.0,1368.0,160.0,5.0,JEEP,0,0,4,5
65000,20.73,1373.0,91.1,9.0,MARUTI,0,1,4,5
120000,19.0,1197.0,85.8,7.0,MARUTI,1,1,4,5
47900,15.0,1396.0,98.6,9.0,HYUNDAI,0,0,4,5
56000,17.05,1995.0,184.0,10.0,BMW,1,0,1,5
120000,12.8,2494.0,102.0,11.0,TOYOTA,1,1,1,7
61000,20.51,998.0,67.04,9.0,MARUTI,0,1,4,5
175000,11.5,2982.0,171.0,12.0,TOYOTA,0,1,1,7
70000,22.74,796.0,47.3,8.0,MARUTI,1,1,4,5
4000,15.0,1396.0,100.0,4.0,HYUNDAI,0,0,4,5
60000,16.5,1493.0,70.0,6.0,MAHINDRA,1,1,1,7
5917,23.95,998.0,67.05,5.0,MARUTI,0,1,4,5
36000,15.7,1390.0,75.0,12.0,MAHINDRA,1,1,4,5
56468,13.14,1798.0,157.8,12.0,SKODA,0,1,4,5
64000,16.1,1476.3274007038713,5.0,12.0,MARUTI,0,1,4,5
50575,22.0,814.0,55.0,10.0,HYUNDAI,0,1,4,5
41280,17.0,1197.0,80.0,6.0,HYUNDAI,0,1,4,5
49000,18.9,1197.0,82.0,9.0,HYUNDAI,0,1,4,5
58000,25.5,1498.0,98.6,6.0,HONDA,0,1,1,5
57000,19.5,1582.0,126.24,9.0,HYUNDAI,0,0,1,5
29000,23.9,624.0,37.48,8.0,TATA,0,1,4,2
55000,18.48,1995.0,177.0,10.0,BMW,0,0,1,5
24000,22.54,1396.0,88.73,6.0,HYUNDAI,0,1,1,5
27000,17.9,2143.0,136.0,4.0,MERCEDES-BENZ,0,0,1,5
50000,20.77,1248.0,88.76,8.0,MARUTI,1,1,1,7
80000,18.49,1493.0,100.0,7.0,MAHINDRA,1,1,1,7
40000,13.5,1405.0,5.0,18.0,TATA,1,1,1,5
51890,17.5,1373.0,80.46,9.0,MARUTI,0,1,4,7
58641,17.7,1497.0,78.0,16.0,HONDA,0,1,4,5
70000,22.95,1248.0,74.0,6.0,TATA,1,1,1,5
117000,12.99,2494.0,100.0,10.0,TOYOTA,0,1,1,7
25000,19.12,1373.0,91.1,6.0,MARUTI,0,0,4,5
70000,18.3,1197.0,5.0,12.0,TOYOTA,1,1,4,5
20000,18.9,1197.0,82.0,6.0,HYUNDAI,1,1,4,5
24323,14.84,2143.0,167.62,6.0,MERCEDES-BENZ,0,0,1,5
21000,21.01,1197.0,81.8,5.0,MARUTI,0,1,4,5
67000,15.6,1497.0,116.3,10.0,HONDA,0,0,4,5
7000,22.3,799.0,53.26,7.0,RENAULT,0,1,4,5
42000,23.01,999.0,67.0,5.0,RENAULT,0,1,4,5
58000,17.1,1591.0,121.3,12.0,HYUNDAI,0,1,4,5
71000,21.64,1461.0,84.8,7.0,NISSAN,0,1,1,5
31400,28.09,1248.0,88.5,6.0,MARUTI,0,1,1,5
35000,19.67,1582.0,126.2,6.0,HYUNDAI,1,1,1,5
56260,18.88,999.0,123.37,10.0,FORD,0,1,4,5
115000,21.79,998.0,67.05,16.0,MARUTI,0,1,4,5
34579,20.36,1197.0,78.9,10.0,HYUNDAI,0,1,4,5
49000,15.7,1172.0,67.0,13.0,FIAT,0,1,4,5
27000,16.93,1197.0,103.2,8.0,VOLKSWAGEN,0,0,4,5
7000,14.28,1798.0,138.03,5.0,TOYOTA,0,0,4,5
70000,10.93,2497.0,204.0,13.0,MERCEDES-BENZ,1,0,4,5
20000,18.6,1197.0,81.83,6.0,HYUNDAI,0,1,4,5
50000,19.7,796.0,46.3,15.0,MARUTI,0,1,4,5
59526,20.54,1598.0,103.6,12.0,VOLKSWAGEN,0,1,1,5
76000,23.2,1248.0,73.94,7.0,MARUTI,0,1,1,5
25000,20.65,1462.0,103.25,5.0,MARUTI,0,1,4,5
62248,13.6,2523.0,63.0,8.0,MAHINDRA,0,1,1,7
67518,28.09,1248.0,88.5,7.0,MARUTI,0,1,1,5
54000,22.8,1373.0,80.9,9.0,MARUTI,0,1,4,7
92965,12.99,2494.0,100.57,9.0,TOYOTA,0,1,1,7
22211,19.02,1198.0,67.05,8.0,DATSUN,0,1,4,5
255000,12.8,2494.0,102.0,11.0,TOYOTA,1,1,1,7
47000,22.9,1248.0,74.0,9.0,MARUTI,0,1,1,5
57000,13.9,1799.0,130.2,15.0,HONDA,0,0,4,5
8560,24.04,999.0,67.0,6.0,RENAULT,0,0,4,5
72000,26.59,1248.0,74.0,6.0,MARUTI,1,1,1,5
39983,21.79,998.0,67.05,8.0,MARUTI,0,1,4,5
