km_driven,mileage,engine,max_power,age,make,Individual,Vehical_type,fuel_type,seat
90000,17.3,1061.0,57.5,16.0,MARUTI,1,1,3,5
33000,10.5,2993.0,271.23,7.0,JAGUAR,0,0,1,2
110000,18.6,1197.0,81.83,9.0,HYUNDAI,1,1,4,5
65962,16.8,1497.0,116.4,12.0,HONDA,0,1,4,5
88000,17.4,1497.0,117.3,7.0,HONDA,0,1,4,5
64100,22.32,1582.0,126.3,11.0,HYUNDAI,0,1,1,5
80000,28.4,1248.0,74.0,9.0,MARUTI,0,1,1,5
70000,20.45,1461.0,83.8,10.0,RENAULT,0,1,1,5
49000,28.09,1248.0,88.5,8.0,MARUTI,0,1,1,5
65000,19.1,1197.0,85.8,11.0,MARUTI,0,1,4,5
100000,23.0,1396.0,90.0,11.0,HYUNDAI,1,1,1,5
10000,22.1,1396.0,88.7,5.0,HYUNDAI,0,1,1,5
20000,28.4,1248.0,74.0,4.0,MARUTI,0,1,1,5
6800,14.84,2143.0,167.62,9.0,MERCEDES-BENZ,0,0,1,5
60000,17.0,1197.0,80.0,12.0,HYUNDAI,0,1,4,5
120000,12.9,1799.0,130.0,17.0,HONDA,1,0,4,5
34000,14.28,1798.0,138.03,7.0,TOYOTA,0,0,4,5
100000,13.5,2477.0,175.56,8.0,MITSUBISHI,0,0,1,7
98000,12.8,2494.0,102.0,9.0,TOYOTA,0,1,1,7
60000,18.48,17.0,5.0,10.0,BMW,0,0,1,5
90000,18.06,1198.0,75.0,11.0,NISSAN,0,1,4,5
60000,21.4,1197.0,83.1,7.0,MARUTI,0,0,4,5
36000,14.04,1997.0,184.0,6.0,BMW,0,0,4,5
40000,15.5,1198.0,86.7,7.0,HONDA,0,0,4,5
31000,23.7,1396.0,88.7,4.0,HYUNDAI,0,1,1,5
19000,16.02,1373.0,93.7,9.0,MARUTI,0,1,4,7
40000,31.79,998.0,58.2,6.0,MARUTI,0,1,4,5
48000,14.28,1798.0,138.03,7.0,TOYOTA,0,0,4,5
66758,12.8,2494.0,102.0,10.0,TOYOTA,0,1,1,7
43000,17.0,1591.0,121.3,6.0,HYUNDAI,0,1,4,5
2000,23.1,998.0,67.04,7.0,MARUTI,0,0,4,5
52900,23.0,1396.0,90.0,8.0,HYUNDAI,0,1,1,5
42000,15.7,1172.0,67.0,13.0,FIAT,0,1,4,5
40000,18.6,1197.0,81.83,6.0,HYUNDAI,1,1,4,5
26100,23.0,1498.0,98.96,6.0,FORD,0,1,1,5
58000,25.8,1498.0,98.6,10.0,HONDA,0,1,1,5
62450,16.38,1995.0,182.46,6.0,HYUNDAI,0,0,1,5
34000,24.3,1248.0,88.5,5.0,MARUTI,0,1,1,5
40000,16.02,1373.0,93.7,6.0,MARUTI,0,1,4,7
17805,18.6,1197.0,81.83,6.0,HYUNDAI,0,1,4,5
20000,28.09,1248.0,88.5,7.0,MARUTI,1,1,1,5
100000,14.53,1794.0,138.1,13.0,TOYOTA,1,0,4,5
66577,20.73,1373.0,91.1,6.0,MARUTI,0,1,4,5
62000,25.44,936.0,57.6,11.0,CHEVROLET,0,1,1,5
20000,28.09,1248.0,88.5,5.0,MARUTI,0,1,1,5
36787,22.0,1197.0,81.8,5.0,MARUTI,0,1,4,5
35000,19.3,1248.0,73.9,10.0,MARUTI,1,1,1,5
61000,22.07,1199.0,73.9,10.0,VOLKSWAGEN,0,1,1,5
56000,16.47,1198.0,73.9,10.0,VOLKSWAGEN,0,1,4,5
33000,22.37,2487.0,214.56,6.0,LEXUS,0,0,4,5
67000,25.8,1498.0,98.6,10.0,HONDA,1,1,1,5
49217,22.7,1498.0,89.84,10.0,FORD,0,1,1,5
68000,11.7,2993.0,245.0,9.0,BMW,0,0,1,5
56000,26.6,998.0,58.16,6.0,MARUTI,0,1,4,5
80000,24.3,1248.0,88.5,6.0,MARUTI,1,1,1,5
32145,21.4,1197.0,83.1,7.0,MARUTI,0,1,4,5
65000,11.36,2755.0,171.5,6.0,TOYOTA,0,0,1,7
53588,19.01,1461.0,108.5,9.0,NISSAN,0,1,1,5
49000,18.06,1198.0,75.0,11.0,NISSAN,0,1,4,5
57642,20.0,1399.0,68.05,10.0,FORD,0,1,1,5
70000,14.28,1798.0,138.03,7.0,TOYOTA,1,0,4,5
22400,20.4,1197.0,81.8,6.0,MARUTI,0,1,4,5
124000,19.7,796.0,46.3,17.0,MARUTI,1,1,4,5
36041,16.5,1198.0,86.8,9.0,HONDA,0,0,4,5
64000,22.0,814.0,55.0,6.0,HYUNDAI,0,1,4,5
40000,19.4,1198.0,86.8,11.0,HONDA,1,1,4,5
51000,17.8,1497.0,117.3,7.0,HONDA,0,1,4,5
34000,22.54,1396.0,88.73,6.0,HYUNDAI,0,1,1,5
54000,12.05,2179.0,120.0,11.0,MAHINDRA,0,1,1,7
67000,13.4,1798.0,157.8,12.0,SKODA,0,1,4,5
39100,20.85,1197.0,83.14,7.0,MARUTI,0,1,4,5
10326,19.7,796.0,46.3,3.0,MARUTI,0,1,4,5
93000,26.6,998.0,58.16,5.0,MARUTI,1,1,4,5
12500,21.4,1197.0,83.1,5.0,MARUTI,0,1,4,5
13400,16.8,796.0,34.2,7.0,MARUTI,1,1,4,7
9161,13.0,1591.0,121.3,6.0,HYUNDAI,0,0,4,5
2100,16.8,1969.0,150.0,5.0,VOLVO,0,0,1,5
31286,30.48,1086.0,58.0,5.0,HYUNDAI,0,1,4,5
15000,19.81,1086.0,68.05,10.0,HYUNDAI,1,1,4,5
57000,24.3,1248.0,88.5,6.0,MARUTI,0,1,1,5
35000,19.7,796.0,46.3,14.0,MARUTI,1,1,4,5
49700,27.39,1248.0,74.0,7.0,MARUTI,0,1,1,5
29000,24.3,1248.0,88.5,5.0,MARUTI,0,0,1,5
70000,8.45,2979.0,321.0,11.0,BMW,0,0,4,5
40000,20.51,998.0,67.0,5.0,MARUTI,1,0,4,5
25100,16.8,1984.0,150.0,5.0,VOLVO,0,0,1,5
38000,14.7,1798.0,177.5,9.0,SKODA,0,0,4,5
60000,16.36,2179.0,140.0,6.0,MAHINDRA,1,1,1,7
10000,18.0,1497.0,117.6,4.0,HONDA,0,0,4,5
46000,18.9,1197.0,82.0,6.0,HYUNDAI,0,1,4,5
74000,19.87,1461.0,83.8,10.0,RENAULT,0,1,1,5
51000,19.0,1199.0,88.76,7.0,HONDA,0,0,4,5
85000,21.79,998.0,67.05,9.0,MARUTI,0,1,4,5
46000,20.73,1373.0,91.1,8.0,MARUTI,0,1,4,5
53000,19.4,1198.0,86.8,8.0,HONDA,0,1,4,5
56000,13.68,2393.0,147.8,6.0,TOYOTA,0,1,1,7
52000,18.9,998.0,67.1,10.0,MARUTI,0,1,4,5
33000,19.62,1995.0,187.74,8.0,BMW,0,0,1,5
7000,13.38,2993.0,265.0,4.0,BMW,0,0,1,5
90000,16.3,1797.0,147.5,10.0,HYUNDAI,0,1,4,5
90000,20.14,1498.0,88.8,8.0,VOLKSWAGEN,1,1,1,5
200000,13.5,2477.0,175.56,10.0,MITSUBISHI,1,1,1,7
9500,21.01,1197.0,81.8,4.0,MARUTI,0,1,4,5
69000,28.09,1248.0,88.5,7.0,MARUTI,0,1,1,5
24000,11.9,2996.0,362.07,6.0,MERCEDES-AMG,0,0,4,5
60000,16.07,1995.0,181.0,11.0,BMW,1,0,1,2
24000,12.5,3604.0,440.0,6.0,PORSCHE,0,0,4,5
49000,19.01,1461.0,108.5,8.0,NISSAN,0,1,1,5
25000,17.0,1198.0,108.5,5.0,TATA,0,0,4,5
53000,18.2,1199.0,82.4,9.0,CHEVROLET,0,1,4,5
28297,28.09,1248.0,88.5,6.0,MARUTI,0,1,1,5
57000,17.0,1197.0,80.0,12.0,HYUNDAI,0,1,4,5
22000,11.36,2755.0,171.5,4.0,TOYOTA,0,0,1,7
50000,17.11,1968.0,174.33,9.0,AUDI,0,0,1,5
75000,17.4,1497.0,117.3,11.0,HONDA,0,1,4,5
44004,18.9,1197.0,82.0,8.0,HYUNDAI,0,1,4,5
39085,28.09,1248.0,88.5,8.0,MARUTI,0,1,1,5
185000,11.5,2982.0,171.0,12.0,TOYOTA,0,1,1,7
71000,15.04,1598.0,103.6,10.0,VOLKSWAGEN,0,1,4,5
51000,17.0,1198.0,73.75,7.0,VOLKSWAGEN,0,1,4,5
66000,20.36,1197.0,78.9,12.0,HYUNDAI,0,1,4,5
60000,25.2,1248.0,74.0,8.0,MARUTI,1,1,1,5
66251,19.1,1197.0,85.8,9.0,MARUTI,0,1,4,5
26000,13.68,2393.0,147.8,4.0,TOYOTA,0,1,1,7
4500,16.1,1353.0,138.0,4.0,KIA,0,1,4,5
78000,12.9,1799.0,130.0,14.0,HONDA,0,0,4,5
27648,32.26,998.0,58.3,7.0,MARUTI,0,1,4,2
58000,11.36,2755.0,171.5,7.0,TOYOTA,0,0,1,7
13420,17.5,1199.0,88.7,6.0,HONDA,0,1,4,5
45000,11.36,2755.0,171.5,5.0,TOYOTA,0,0,1,7
57645,16.36,2179.0,120.0,5.0,MAHINDRA,0,1,1,7
64000,22.54,1396.0,88.73,9.0,HYUNDAI,0,1,1,5
18000,17.0,1956.0,138.1,4.0,TATA,0,1,1,5
32700,18.7,1199.0,88.7,7.0,HONDA,0,1,4,5
35000,23.59,1364.0,67.06,9.0,TOYOTA,0,1,1,5
53994,25.4,624.0,37.48,9.0,TATA,1,1,4,2
83000,19.08,1582.0,126.32,10.0,HYUNDAI,0,0,1,5
69000,16.47,1198.0,73.9,10.0,VOLKSWAGEN,0,1,4,5
38872,18.6,1199.0,88.76,10.0,HONDA,0,1,4,5
86012,19.16,2494.0,157.7,7.0,TOYOTA,0,0,4,5
52000,18.6,1197.0,81.83,8.0,HYUNDAI,0,1,4,5
62000,19.7,796.0,46.3,13.0,MARUTI,0,1,4,5
40000,16.0,995.0,63.0,13.0,CHEVROLET,0,1,4,5
135000,13.4,1794.0,125.0,17.0,TOYOTA,1,1,4,5
20000,16.5,1198.0,86.8,5.0,HONDA,0,0,4,5
66500,17.92,1086.0,62.1,14.0,HYUNDAI,1,1,4,5
50000,23.2,1248.0,73.94,8.0,MARUTI,1,1,1,5
44000,19.1,1197.0,85.8,8.0,MARUTI,1,1,4,5
60000,21.64,1461.0,84.8,10.0,NISSAN,0,1,1,5
30000,22.54,1396.0,88.73,5.0,HYUNDAI,1,1,1,5
77755,23.4,1248.0,74.0,10.0,MARUTI,0,1,1,5
55000,18.6,1197.0,81.83,7.0,HYUNDAI,0,1,4,5
11000,24.3,1248.0,88.5,4.0,MARUTI,0,1,1,5
96434,26.0,1498.0,98.6,9.0,HONDA,0,1,1,5
9500,16.78,1995.0,190.0,4.0,BMW,0,0,1,5
100000,12.9,1799.0,130.0,13.0,HONDA,1,0,4,5
33456,15.5,1198.0,86.7,10.0,HONDA,0,0,4,5
42000,17.32,1968.0,138.13,5.0,AUDI,0,1,1,5
35225,18.88,999.0,123.37,10.0,FORD,0,1,4,5
54000,21.66,1498.0,103.52,8.0,SKODA,0,0,1,5
29338,18.4,1198.0,86.8,12.0,HONDA,0,1,4,5
80000,23.08,1461.0,63.1,10.0,NISSAN,0,1,1,5
42000,18.6,1197.0,81.83,6.0,HYUNDAI,0,1,4,5
28000,23.84,1199.0,83.83,5.0,TATA,1,0,4,5
63000,26.6,998.0,58.16,10.0,MARUTI,0,1,4,5
35000,18.9,1197.0,81.86,6.0,HYUNDAI,1,1,4,5
40000,21.4,1493.0,113.42,5.0,HYUNDAI,0,1,1,5
45000,15.29,1591.0,121.3,8.0,HYUNDAI,0,1,4,5
69000,31.79,998.0,58.2,7.0,MARUTI,0,1,4,5
73000,11.7,2354.0,177.6,13.0,HONDA,0,0,4,5
35000,23.1,998.0,67.04,4.0,MARUTI,0,0,4,5
22597,16.3,1497.0,121.0,6.0,FORD,0,0,4,5
60000,19.4,1198.0,86.8,9.0,HONDA,0,1,4,5
70000,24.0,1186.0,73.97,10.0,HYUNDAI,0,1,1,5
32000,16.07,1995.0,181.0,12.0,BMW,0,0,1,2
13931,20.71,799.0,53.26,4.0,RENAULT,0,1,4,5
40000,17.8,1497.0,117.3,7.0,HONDA,0,1,4,5
79000,17.92,1086.0,62.1,15.0,HYUNDAI,0,1,4,5
33794,18.6,1197.0,81.83,8.0,HYUNDAI,0,1,4,5
51000,17.1,1591.0,121.3,10.0,HYUNDAI,0,1,4,5
36000,22.7,799.0,53.64,7.0,DATSUN,0,1,4,5
55000,13.9,1599.0,103.2,14.0,HYUNDAI,0,1,4,5
48000,16.55,1968.0,147.51,10.0,AUDI,0,0,1,5
35833,21.4,1197.0,83.1,5.0,MARUTI,0,1,4,5
74000,12.0,5461.0,388.0,15.0,MERCEDES-BENZ,0,0,4,2
93000,10.5,2835.0,107.2,10.0,MITSUBISHI,0,1,1,7
105000,22.9,1248.0,74.0,10.0,MARUTI,1,1,1,5
65000,19.01,1461.0,108.45,10.0,RENAULT,0,1,1,5
69300,16.0,2179.0,140.0,10.0,MAHINDRA,0,1,1,7
35000,15.4,1997.0,120.0,6.0,MAHINDRA,0,1,1,7
28239,33.44,796.0,40.3,6.0,MARUTI,0,1,4,2
33000,19.67,1582.0,126.2,6.0,HYUNDAI,0,1,1,5
32000,18.6,1197.0,81.83,6.0,HYUNDAI,0,1,4,5
74000,17.3,1061.0,64.0,18.0,MARUTI,1,1,4,5
50000,13.68,2393.0,147.51,7.0,TOYOTA,0,1,1,7
50000,12.99,2494.0,100.6,10.0,TOYOTA,0,1,1,7
55000,20.36,1197.0,78.9,9.0,HYUNDAI,0,1,4,5
80000,21.9,1396.0,88.8,9.0,HYUNDAI,1,1,1,5
50000,15.6,1196.0,70.0,12.0,FORD,0,1,4,5
80000,12.8,2354.0,177.6,15.0,HONDA,0,1,4,5
36000,20.4,1197.0,81.8,7.0,MARUTI,0,1,4,5
140000,12.55,2982.0,168.7,11.0,TOYOTA,0,0,1,7
47000,17.0,1197.0,80.0,13.0,HYUNDAI,0,1,4,5
30000,20.89,1197.0,81.8,5.0,MARUTI,0,1,4,5
25000,20.68,1995.0,190.0,5.0,BMW,0,0,1,5
58000,20.45,1461.0,83.8,9.0,NISSAN,0,1,1,5
20010,18.53,1968.0,187.74,7.0,AUDI,0,0,1,5
15000,22.74,796.0,47.3,10.0,MARUTI,1,1,4,5
55000,19.3,1461.0,84.8,10.0,NISSAN,1,1,1,7
63000,24.2,1498.0,98.6,7.0,HONDA,0,1,1,7
8000,15.04,1991.0,183.0,5.0,MERCEDES-BENZ,0,0,4,5
9800,18.3,1199.0,88.76,4.0,HONDA,0,0,4,5
22360,15.1,2179.0,152.87,4.0,MAHINDRA,0,0,1,7
37499,21.79,998.0,67.05,8.0,MARUTI,0,1,4,5
65000,7.94,4395.0,450.0,14.0,BMW,0,0,4,2
50000,20.0,1968.0,108.5,13.0,SKODA,1,1,1,5
30917,22.32,1582.0,126.3,11.0,HYUNDAI,0,1,1,5
91000,16.0,2179.0,140.0,10.0,MAHINDRA,0,1,1,7
80000,23.59,1364.0,67.05,8.0,TOYOTA,1,1,1,5
50000,24.3,1248.0,88.5,7.0,MARUTI,1,1,1,5
80133,12.99,2494.0,100.6,10.0,TOYOTA,0,1,1,7
50000,23.95,998.0,67.05,6.0,MARUTI,1,1,4,5
75000,16.1,1197.0,85.0,13.0,MARUTI,0,1,4,5
51000,12.55,2982.0,168.5,11.0,TOYOTA,0,0,1,7
55000,24.0,1120.0,70.0,9.0,HYUNDAI,0,1,1,5
3700,15.1,1798.0,178.0,6.0,SKODA,0,0,4,5
45500,18.25,1968.0,187.74,6.0,AUDI,1,0,1,5
59654,19.81,1086.0,68.05,10.0,HYUNDAI,0,1,4,5
49000,20.51,998.0,67.04,11.0,MARUTI,0,1,4,5
46000,17.32,1968.0,138.13,5.0,AUDI,0,1,1,5
42000,24.3,1248.0,88.5,5.0,MARUTI,0,1,1,5
29000,16.78,1496.0,88.73,6.0,TOYOTA,0,1,4,5
58000,15.2,1193.0,65.0,13.0,TATA,1,1,4,5
72000,17.0,1497.0,118.0,12.0,HONDA,1,1,4,5
90000,23.65,1248.0,88.5,7.0,MARUTI,1,1,1,5
65000,21.79,998.0,67.05,11.0,MARUTI,0,1,4,5
65000,11.36,2755.0,171.5,6.0,TOYOTA,0,0,1,7
70000,17.3,1497.0,121.0,4.0,MAHINDRA,0,1,1,7
50000,19.34,1462.0,103.0,6.0,MARUTI,0,1,4,7
25000,23.9,1582.0,126.2,7.0,HYUNDAI,0,1,1,5
12000,18.0,998.0,118.35,4.0,HYUNDAI,0,1,4,5
48000,10.91,3198.0,197.0,5.0,FORD,0,0,1,7
66612,14.5,1797.0,147.5,10.0,HYUNDAI,0,0,4,5
33000,21.4,1197.0,83.1,7.0,MARUTI,1,1,4,5
67000,16.3,1797.0,147.5,10.0,HYUNDAI,0,1,4,5
10000,24.3,1248.0,88.5,5.0,MARUTI,0,1,1,5
55000,17.0,1197.0,80.0,11.0,HYUNDAI,0,1,4,5
48000,15.0,1598.0,103.52,6.0,SKODA,0,1,4,5
52306,17.8,1198.0,86.7,7.0,HONDA,0,1,4,5
49000,16.55,2498.0,105.0,9.0,MAHINDRA,0,1,1,7
19843,22.0,1197.0,81.8,6.0,MARUTI,0,0,4,5
51000,10.13,3498.0,364.9,14.0,MERCEDES-BENZ,1,0,4,5
34000,22.48,1995.0,187.74,5.0,BMW,0,0,1,5
33955,33.54,998.0,67.04,5.0,MARUTI,0,1,4,5
18000,22.48,1995.0,187.74,4.0,BMW,0,0,1,5
58000,25.8,1498.0,98.6,9.0,HONDA,0,1,1,5
26000,16.5,1198.0,86.8,7.0,HONDA,0,0,4,5
53000,12.98,2494.0,178.3,9.0,TOYOTA,0,0,4,5
18000,16.0,2179.0,140.0,5.0,MAHINDRA,0,0,1,7
61000,26.21,1248.0,88.5,8.0,MARUTI,0,1,1,5
48000,18.6,1199.0,88.76,7.0,HONDA,0,1,4,5
36000,17.68,1968.0,174.33,11.0,AUDI,0,0,1,5
57000,16.8,1497.0,118.0,13.0,HONDA,0,0,4,5
27000,21.5,1197.0,81.8,8.0,MARUTI,0,0,4,5
74100,17.1,1591.0,121.4,11.0,HYUNDAI,0,0,4,5
55000,22.48,1995.0,187.74,6.0,BMW,0,0,1,5
19608,17.0,1591.0,121.3,4.0,HYUNDAI,0,1,4,5
72600,20.54,1598.0,103.6,10.0,VOLKSWAGEN,1,1,1,5
15000,21.4,1197.0,83.1,5.0,MARUTI,0,0,4,5
59484,15.04,1598.0,103.2,9.0,VOLKSWAGEN,0,1,4,5
57429,19.1,1197.0,85.8,8.0,MARUTI,0,1,4,5
110000,19.67,1582.0,126.2,6.0,HYUNDAI,1,1,1,5
11000,18.9,1197.0,81.86,4.0,HYUNDAI,0,1,4,5
90000,20.77,1248.0,88.8,10.0,MARUTI,1,1,1,7
80484,18.0,1497.0,117.3,8.0,HONDA,0,0,4,5
75000,14.84,2143.0,170.0,9.0,MERCEDES-BENZ,0,0,1,5
55000,21.21,1197.0,81.8,6.0,MARUTI,0,0,4,5
54540,18.9,1197.0,82.0,7.0,HYUNDAI,0,1,4,5
13000,13.96,1451.0,141.0,4.0,MG,0,0,4,5
80000,22.77,1498.0,98.59,8.0,FORD,1,1,1,5
70000,25.0,1396.0,69.0,12.0,TATA,1,1,1,5
66000,17.3,1497.0,117.3,8.0,HONDA,0,1,4,7
64000,22.0,1197.0,81.8,7.0,MARUTI,0,1,4,5
61200,14.53,1798.0,138.1,9.0,TOYOTA,0,1,4,5
60000,21.43,1364.0,87.2,11.0,TOYOTA,0,1,1,5
47754,22.7,1498.0,89.84,10.0,FORD,0,1,1,5
86461,20.51,998.0,67.04,9.0,MARUTI,0,1,4,5
40746,25.17,799.0,53.3,5.0,RENAULT,0,1,4,5
31000,18.6,1197.0,81.83,6.0,HYUNDAI,0,1,4,5
44000,20.0,1399.0,68.1,10.0,FORD,0,1,1,5
21000,23.7,1493.0,98.6,4.0,HYUNDAI,0,1,1,5
49000,13.01,2199.0,194.3,7.0,HYUNDAI,0,0,1,7
23000,21.01,1197.0,81.8,5.0,MARUTI,0,1,4,5
63000,11.74,1796.0,186.0,11.0,MERCEDES-BENZ,0,0,4,5
17000,18.27,998.0,118.35,4.0,HYUNDAI,0,1,4,5
100000,16.8,1497.0,116.4,11.0,HONDA,1,1,4,5
65000,24.4,1120.0,71.0,9.0,HYUNDAI,0,1,1,5
46000,18.06,1198.0,75.0,11.0,NISSAN,0,1,4,5
28000,19.4,1198.0,86.8,10.0,HONDA,0,1,4,5
35759,22.0,1197.0,81.8,5.0,MARUTI,0,0,4,5
30000,20.89,1197.0,81.8,6.0,MARUTI,0,1,4,5
50000,17.4,1497.0,117.6,6.0,HONDA,0,1,4,5
60004,19.27,2143.0,170.0,9.0,MERCEDES-BENZ,0,0,1,5
34000,18.6,1199.0,79.4,11.0,CHEVROLET,0,1,4,5
55000,13.2,2400.0,215.0,9.0,VOLVO,0,0,1,5
83000,12.0,1991.0,184.0,12.0,MERCEDES-BENZ,0,0,4,5
62000,13.01,2199.0,194.3,11.0,HYUNDAI,0,0,1,7
19000,23.0,1498.0,98.96,5.0,FORD,0,1,1,5
30300,18.15,1198.0,82.0,5.0,MAHINDRA,0,1,4,7
80260,14.67,1798.0,177.46,7.0,SKODA,0,0,4,5
10000,17.5,1199.0,88.7,5.0,HONDA,0,1,4,5
42000,25.2,1248.0,74.0,9.0,MARUTI,0,1,1,5
62091,22.7,1498.0,89.84,9.0,FORD,0,1,1,5
90000,26.21,1248.0,88.5,8.0,MARUTI,1,1,1,5
47000,16.95,1197.0,78.9,11.0,HYUNDAI,0,0,4,5
36000,21.4,1197.0,83.1,6.0,MARUTI,0,0,4,5
40000,21.38,1396.0,88.7,7.0,HYUNDAI,1,1,1,5
56000,20.46,1461.0,83.8,8.0,RENAULT,0,1,1,5
25000,18.0,1497.0,117.3,7.0,HONDA,0,0,4,5
85000,19.16,2494.0,158.2,7.0,TOYOTA,0,0,4,5
54500,23.26,1197.0,88.5,8.0,MARUTI,0,1,4,5
20002,22.0,1197.0,81.8,5.0,MARUTI,0,1,4,5
11000,23.8,1498.0,78.9,4.0,HONDA,0,0,1,5
13910,20.92,998.0,67.1,10.0,MARUTI,0,1,4,5
79855,20.51,998.0,67.04,8.0,MARUTI,0,1,4,5
9000,17.8,1493.0,113.4,3.0,KIA,0,0,1,5
7103,19.4,1198.0,86.8,10.0,HONDA,0,1,4,5
90000,10.9,796.0,5.0,9.0,MARUTI,1,1,4,7
9000,17.0,1198.0,108.5,5.0,TATA,0,0,4,5
15000,11.5,2996.0,362.0,5.0,MERCEDES-BENZ,0,0,4,5
64000,20.58,1995.0,143.0,10.0,BMW,0,0,1,5
15800,17.0,1497.0,121.31,6.0,FORD,1,1,4,5
22500,19.7,796.0,46.3,12.0,MARUTI,0,1,4,5
63000,21.38,1396.0,88.7,7.0,HYUNDAI,0,1,1,5
20000,19.7,796.0,46.3,17.0,MARUTI,1,1,4,5
16000,22.0,1197.0,81.8,5.0,MARUTI,0,1,4,5
32000,21.14,1498.0,103.52,8.0,SKODA,1,1,1,5
64000,28.09,1248.0,88.5,6.0,MARUTI,0,1,1,5
40000,18.0,1198.0,86.7,8.0,HONDA,0,1,4,5
8000,20.8,1493.0,113.4,3.0,KIA,0,1,1,5
58000,22.9,1248.0,74.0,10.0,MARUTI,0,1,1,5
38000,17.5,1298.0,85.8,9.0,MARUTI,0,1,4,5
50168,25.2,1248.0,74.0,8.0,MARUTI,0,1,1,5
66733,19.01,1461.0,108.45,10.0,RENAULT,0,1,1,5
73000,16.1,1476.3274007038713,5.0,15.0,MARUTI,0,1,4,5
10000,17.45,1493.0,100.0,6.0,MAHINDRA,0,1,1,7
6600,18.9,1197.0,82.0,7.0,HYUNDAI,0,1,4,5
65000,18.49,1493.0,100.0,7.0,MAHINDRA,0,1,1,7
55000,22.48,1995.0,187.74,5.0,BMW,0,0,1,5
28000,23.9,1582.0,126.2,6.0,HYUNDAI,0,1,1,5
97797,23.59,1476.3274007038713,5.0,10.0,TOYOTA,0,1,1,5
58232,15.1,2179.0,140.0,9.0,MAHINDRA,0,1,1,7
60000,19.01,1461.0,108.5,9.0,NISSAN,0,1,1,5
15161,21.63,998.0,67.04,5.0,MARUTI,0,1,4,5
56000,24.0,1120.0,70.0,9.0,HYUNDAI,0,1,1,5
29000,15.1,1196.0,73.0,7.0,MARUTI,0,1,4,5
60000,9.4,1999.0,237.36,8.0,JAGUAR,0,0,4,5
73536,22.9,1248.0,74.0,10.0,MARUTI,0,1,1,5
47000,22.7,1498.0,89.84,10.0,FORD,0,1,1,5
60000,15.4,2179.0,120.0,8.0,MAHINDRA,0,1,1,7
78000,16.96,1968.0,138.1,11.0,VOLKSWAGEN,0,0,1,5
85000,13.01,2199.0,194.3,9.0,HYUNDAI,0,0,1,7
51235,19.01,1461.0,108.45,10.0,RENAULT,0,1,1,5
37500,25.0,1197.0,82.0,6.0,HYUNDAI,0,1,4,5
30000,17.9,2143.0,136.0,6.0,MERCEDES-BENZ,0,0,1,5
59000,25.1,1498.0,98.6,9.0,HONDA,0,1,1,5
51000,22.15,1498.0,108.6,8.0,VOLKSWAGEN,0,0,1,5
75000,17.21,1197.0,103.5,8.0,VOLKSWAGEN,0,0,4,5
35000,11.3,2987.0,254.8,7.0,MERCEDES-BENZ,1,0,1,7
2300,17.09,1995.0,188.0,4.0,BMW,1,0,1,2
41000,18.6,1197.0,81.83,5.0,HYUNDAI,0,1,4,5
40000,17.92,1086.0,62.1,11.0,HYUNDAI,0,1,4,5
4600,17.8,1498.0,119.35,3.0,HONDA,0,1,4,5
58000,13.4,1798.0,157.8,12.0,SKODA,0,1,4,5
42000,13.1,1798.0,157.8,13.0,SKODA,0,1,4,5
68000,16.02,1373.0,93.7,10.0,MARUTI,0,1,4,7
62380,13.5,1799.0,130.0,14.0,HONDA,0,1,4,5
106559,23.2,1248.0,73.94,11.0,MARUTI,0,1,1,5
25000,18.9,1197.0,82.0,9.0,HYUNDAI,0,1,4,5
49000,18.88,1995.0,184.0,8.0,BMW,0,0,1,5
84800,16.1,1197.0,85.0,17.0,MARUTI,0,1,4,5
30000,15.4,2179.0,120.0,7.0,MAHINDRA,0,1,1,7
38000,14.84,2143.0,170.0,10.0,MERCEDES-BENZ,0,0,1,5
64000,19.87,1461.0,83.8,7.0,RENAULT,0,1,1,5
28000,16.0,1368.0,160.0,4.0,JEEP,0,1,4,5
32000,17.8,1198.0,86.7,6.0,HONDA,0,1,4,5
35000,17.21,1197.0,103.6,6.0,VOLKSWAGEN,0,0,4,5
82200,21.5,1248.0,88.8,10.0,MARUTI,0,1,1,5
71000,12.07,2967.0,241.4,6.0,AUDI,0,0,1,7
42000,18.0,1198.0,86.7,8.0,HONDA,1,1,4,5
70000,21.4,1197.0,83.1,6.0,MARUTI,1,1,4,5
28000,8.9,2996.0,333.0,5.0,MERCEDES-BENZ,0,0,4,7
81360,22.7,1498.0,89.84,9.0,FORD,0,1,1,5
33000,25.5,1498.0,98.6,5.0,HONDA,0,1,1,5
28000,23.26,1197.0,88.5,5.0,MARUTI,0,1,4,5
62000,17.5,1298.0,85.8,12.0,MARUTI,0,1,4,5
42000,21.9,1396.0,90.0,11.0,HYUNDAI,0,1,1,5
33200,26.2,998.0,58.2,6.0,MARUTI,0,1,4,5
25000,15.1,2179.0,152.87,4.0,MAHINDRA,1,0,1,7
30000,21.4,1197.0,83.1,8.0,MARUTI,0,1,4,5
52000,24.3,1248.0,88.5,5.0,MARUTI,0,1,1,5
135880,23.2,1248.0,73.94,10.0,MARUTI,0,1,1,5
8700,10.0,2000.0,250.0,3.0,DC,0,1,4,2
66000,15.8,2148.0,170.0,11.0,MERCEDES-BENZ,0,1,1,5
68100,24.3,1248.0,88.5,6.0,MARUTI,0,1,1,5
